DRUG_CODE,ACTIVE_INGREDIENT_CODE,INGREDIENT,INGREDIENT_SUPPLIED_IND,STRENGTH,STRENGTH_UNIT,STRENGTH_TYPE,DOSAGE_VALUE,BASE,DOSAGE_UNIT,NOTES,INGREDIENT_F,STRENGTH_UNIT_F,STRENGTH_TYPE_F,DOSAGE_UNIT_F
"78075","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3.0","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"78075","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"78075","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"78076","197","BENZALKONIUM CHLORIDE","I","4.0","%","","","N","","","Chlorure de benzalkonium","%","",""
"78076","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3.0","%","","","N","","W/W","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"78076","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de dioctyl-diméthyl ammonium","%","",""
"78076","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","","W/W","Chlorure de didécyl-diméthyl ammonium","%","",""
"78077","197","BENZALKONIUM CHLORIDE","I","4","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"78077","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","3","%","","","N","W/W","","Chlorure d'octyl décyl diméthyl ammonium","%","","p/p"
"78077","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","W/W","","Chlorure de dioctyl-diméthyl ammonium","%","","p/p"
"78077","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","1.5","%","","","N","W/W","","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"78113","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","10","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"78113","10258","PHENYLEPHRINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"78113","10259","CHLORPHENIRAMINE MALEATE","I","2","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"78113","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"78115","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78115","9358","CAFFEINE","I","65","MG","","","N","","ANHYDROUS CAFFEINE","Caféine","MG","",""
"78122","6343","PRAMOXINE HYDROCHLORIDE","I","1","%","","","N","W/W","W/W","Chlorhydrate de pramoxine","%","","p/p"
"78122","8746","ZINC SULFATE","I","0.5","%","","","N","W/W","W/W","Sulfate de zinc","%","","p/p"
"78128","197","BENZALKONIUM CHLORIDE","I","0.034","%","","","N","","","Chlorure de benzalkonium","%","",""
"78128","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.025","%","","","N","","","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"78128","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.01","%","","","N","","","Chlorure de dioctyl-diméthyl ammonium","%","",""
"78128","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.015","%","","","N","","","Chlorure de didécyl-diméthyl ammonium","%","",""
"78132","2609","IBUPROFEN","I","100","MG","","5","N","ML","Historic Freeform Text: IBUPROFEN","Ibuprofène","MG","","ML"
"78141","11213","DORZOLAMIDE (DORZOLAMIDE HYDROCHLORIDE)","I","2","%","","","N","","W/V","Dorzolamide (Chlorhydrate de dorzolamide)","%","",""
"78190","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","150","MG","","","Y","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"78231","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"78231","10258","PHENYLEPHRINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"78231","10259","CHLORPHENIRAMINE MALEATE","I","4","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"78231","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78336","7347","LUTEINIZING HORMONE","I","25","MG","","","N","VIAL","25MG PER 20ML VIAL","Hormone lutéinisante","MG","","Fiole"
"78354","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE DIHYDRATE)","I","2","MG","","","Y","ML","","Ondansétron (Chlorhydrate d'ondansétron dihydraté)","MG","","ML"
"78371","10224","DOXYLAMINE SUCCINATE","I","6.25","MG","","","N","","","Succinate de doxylamine","MG","",""
"78371","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"78371","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"78371","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"78374","719","SIMETHICONE","I","125.0","MG","","","N","","","Siméticone","MG","",""
"78375","719","SIMETHICONE","I","180.0","MG","","","N","","","Siméticone","MG","",""
"78386","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"78386","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"78386","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"78401","270","ACETAMINOPHEN","I","160","MG","","5","N","ML","","Acétaminophène","MG","","ML"
"78401","9131","CODEINE PHOSPHATE","I","8","MG","","5","N","ML","","Phosphate de codéine","MG","","ML"
"78419","3975","BRONOPOL","I","500","MG","","","N","ML","EQUIVALENT TO 50% W/V","Bronopol","MG","","ML"
"78438","11340","PAROXETINE (PAROXETINE HYDROCHLORIDE)","I","40","MG","","","N","","","Paroxétine (Chlorhydrate de paroxétine)","MG","",""
"78442","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","150","MG","","","Y","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"78512","11161","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","I","5","MG","","","N","","HISTORIC FREEFORM TEXT: QUINAPRIL HYDROCHL ((BASE EQ))","Quinapril (Chlorhydrate de quinapril)","MG","",""
"78513","11161","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","I","10","MG","","","N","","HISTORIC FREEFORM TEXT: QUINAPRIL HYDROCHL ((BASE EQ))","Quinapril (Chlorhydrate de quinapril)","MG","",""
"78514","11161","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","I","20","MG","","","N","","HISTORIC FREEFORM TEXT: QUINAPRIL HYDROCHL ((BASE EQ))","Quinapril (Chlorhydrate de quinapril)","MG","",""
"78515","11161","QUINAPRIL (QUINAPRIL HYDROCHLORIDE)","I","40","MG","","","N","","HISTORIC FREEFORM TEXT: QUINAPRIL HYDROCHL ((BASE EQ))","Quinapril (Chlorhydrate de quinapril)","MG","",""
"78556","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"78585","11323","SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)","I","5","MG","","","N","DOSE","","Sumatriptan (Hémisulfate de sumatriptan)","MG","","Dose"
"78586","11323","SUMATRIPTAN (SUMATRIPTAN HEMISULFATE)","I","20","MG","","","N","DOSE","","Sumatriptan (Hémisulfate de sumatriptan)","MG","","Dose"
"78644","197","BENZALKONIUM CHLORIDE","I","1.69","%","","","N","W/W","CAS # 68424-85-1","Chlorure de benzalkonium","%","","p/p"
"78644","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","2.53","%","","","N","W/W","CAS#7173-51-5","Chlorure de didécyl-diméthyl ammonium","%","","p/p"
"78645","197","BENZALKONIUM CHLORIDE","I","1.69","%","","","N","","","Chlorure de benzalkonium","%","",""
"78645","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","2.53","%","","","N","","","Chlorure de didécyl-diméthyl ammonium","%","",""
"78653","2813","TRICLOSAN","I","0.3","%","","","N","","","Triclosan","%","",""
"78702","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","2","%","","","N","","","Chlorhydrate de diphénhydramine","%","",""
"78702","6353","ZINC ACETATE","I","0.1","%","","","N","","","Acétate de Zinc","%","",""
"78731","197","BENZALKONIUM CHLORIDE","I","0.15","%","","","N","","W/W","Chlorure de benzalkonium","%","",""
"78757","3566","PETROLATUM","I","72","%","","","N","","","Pétrolatum","%","",""
"78757","7289","ZINC OXIDE","I","15","%","","","N","","","Oxyde de zinc","%","",""
"78759","3566","PETROLATUM","I","47","%","","","N","","","Pétrolatum","%","",""
"78759","7289","ZINC OXIDE","I","40","%","","","N","","","Oxyde de zinc","%","",""
"78784","11847","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","I","20","MG","","","N","","","Citalopram (Bromhydrate de citalopram)","MG","",""
"78785","11847","CITALOPRAM (CITALOPRAM HYDROBROMIDE)","I","40","MG","","","N","","","Citalopram (Bromhydrate de citalopram)","MG","",""
"78789","22927","ANTI-D (RH) IMMUNOGLOBULIN (HUMAN)","I","2500","UNIT","","","N","VIAL","HISTORIC FREEFORM TEXT: RHO (D) IMMUNE GLOBULIN, HUMAN ((500 MCG))","Immunoglobuline anti-D (Rh) (Humaine)","Unité","","Fiole"
"78790","22927","ANTI-D (RH) IMMUNOGLOBULIN (HUMAN)","I","15000","UNIT","","","N","VIAL","HISTORIC FREEFORM TEXT: RHO (D) IMMUNE GLOBULIN, HUMAN ((3000 MCG))","Immunoglobuline anti-D (Rh) (Humaine)","Unité","","Fiole"
"78925","13585","ESCITALOPRAM (ESCITALOPRAM OXALATE)","I","5","MG","","","N","","","Escitalopram (Oxalate d'escitalopram)","MG","",""
"78927","13585","ESCITALOPRAM (ESCITALOPRAM OXALATE)","I","15","MG","","","N","","","Escitalopram (Oxalate d'escitalopram)","MG","",""
"78931","12024","ZOLEDRONIC ACID (ZOLEDRONIC ACID MONOHYDRATE)","I","4","MG","","5","N","ML","CORRESPONDS TO/SUPPLIED AS 4.264 MG ZOLEDRONIC ACID MONOHYDRATE AS PER PM AND LABEL IN DB. DPD UPDAT","Acide zolédronique (Acide zolédronique monohydraté)","MG","","ML"
"78978","10224","DOXYLAMINE SUCCINATE","I","10","MG","","","N","","","Succinate de doxylamine","MG","",""
"78978","5008","PYRIDOXINE HYDROCHLORIDE","I","10","MG","","","N","","","Chlorhydrate de pyridoxine","MG","",""
"78986","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","I","4","MG","","","N","","","Ondansétron (Chlorhydrate d'ondansétron)","MG","",""
"78987","11104","ONDANSETRON (ONDANSETRON HYDROCHLORIDE)","I","8","MG","","","N","","","Ondansétron (Chlorhydrate d'ondansétron)","MG","",""
"79010","12034","MOXIFLOXACIN (MOXIFLOXACIN HYDROCHLORIDE)","I","400","MG","","","Y","","","Moxifloxacine (Chlorhydrate de moxifloxacine)","MG","",""
"79013","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","","p/p"
"79013","197","BENZALKONIUM CHLORIDE","I","0.14","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"79091","12048","OCTISALATE","I","4","%","","","N","","W/W","Octisalate","%","",""
"79091","12049","OCTINOXATE","I","7.5","%","","","N","","W/W","Octinoxate","%","",""
"79091","33","OXYBENZONE","I","4","%","","","N","","W/W","Oxybenzone","%","",""
"79091","7289","ZINC OXIDE","I","4.4","%","","","N","","W/W","Oxyde de zinc","%","",""
"79119","11241","PIPERACILLIN (PIPERACILLIN SODIUM)","I","2","G","","","N","VIAL","","Pipéracilline (Pipéracilline sodique)","G","","Fiole"
"79119","11242","TAZOBACTAM (TAZOBACTAM SODIUM)","I","0.25","G","","","N","VIAL","","Tazobactam (Tazobactam sodique)","G","","Fiole"
"79120","11241","PIPERACILLIN (PIPERACILLIN SODIUM)","I","3","G","","","N","VIAL","","Pipéracilline (Pipéracilline sodique)","G","","Fiole"
"79120","11242","TAZOBACTAM (TAZOBACTAM SODIUM)","I","0.375","G","","","N","VIAL","","Tazobactam (Tazobactam sodique)","G","","Fiole"
"79121","11241","PIPERACILLIN (PIPERACILLIN SODIUM)","I","4","G","","","N","VIAL","","Pipéracilline (Pipéracilline sodique)","G","","Fiole"
"79121","11242","TAZOBACTAM (TAZOBACTAM SODIUM)","I","0.5","G","","","N","VIAL","","Tazobactam (Tazobactam sodique)","G","","Fiole"
"79241","8500","BACITRACIN ZINC","I","500","UNIT","","","N","G","","Bacitracine de zinc","Unité","","G"
"79241","8519","POLYMYXIN B SULFATE","I","10000","UNIT","","","N","G","","Sulfate de polymyxine b","Unité","","G"
"79272","2609","IBUPROFEN","I","200","MG","","","N","","HISTORIC FREEFORM TEXT: IBUPROFEN","Ibuprofène","MG","",""
"79273","2609","IBUPROFEN","I","200","MG","","","N","","HISTORIC FREEFORM TEXT: IBUPROFEN","Ibuprofène","MG","",""
"79277","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"79277","7155","PYRILAMINE MALEATE","I","15","MG","","","N","","","Maléate de pyrilamine","MG","",""
"79277","9358","CAFFEINE","I","60","MG","","","N","","","Caféine","MG","",""
"79299","10205","BROMPHENIRAMINE MALEATE","I","1","MG","","","N","","","Maléate de bromphéniramine","MG","",""
"79299","10258","PHENYLEPHRINE HYDROCHLORIDE","I","2.5","MG","","","N","","","Chlorhydrate de phényléphrine","MG","",""
"79300","1","OLANZAPINE","I","2.5","MG","","","N","","","Olanzapine","MG","",""
"79301","1","OLANZAPINE","I","5","MG","","","N","","","Olanzapine","MG","",""
"79302","1","OLANZAPINE","I","7.5","MG","","","N","","","Olanzapine","MG","",""
"79303","1","OLANZAPINE","I","10","MG","","","N","","","Olanzapine","MG","",""
"79304","1","OLANZAPINE","I","15","MG","","","N","","","Olanzapine","MG","",""
"79305","1","OLANZAPINE","I","5","MG","","","N","","","Olanzapine","MG","",""
"79306","1","OLANZAPINE","I","10","MG","","","N","","","Olanzapine","MG","",""
"79307","1","OLANZAPINE","I","15","MG","","","N","","","Olanzapine","MG","",""
"79337","11987","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","I","1.5","MG","","","N","","","Rivastigmine (Tartrate hydrogénée de rivastigmine)","MG","",""
"79338","11987","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","I","3.0","MG","","","N","","","Rivastigmine (Tartrate hydrogénée de rivastigmine)","MG","",""
"79339","11987","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","I","4.5","MG","","","N","","","Rivastigmine (Tartrate hydrogénée de rivastigmine)","MG","",""
"79340","11987","RIVASTIGMINE (RIVASTIGMINE HYDROGEN TARTRATE)","I","6.0","MG","","","N","","","Rivastigmine (Tartrate hydrogénée de rivastigmine)","MG","",""
"79343","1298","ISOSORBIDE-5-MONONITRATE","I","60","MG","","","N","","","5-mononitrate d'isosorbide","MG","",""
"79389","1218","BISOPROLOL FUMARATE","I","5","MG","","","N","","","Fumarate de bisoprolol","MG","",""
"79390","1218","BISOPROLOL FUMARATE","I","10","MG","","","N","","","Fumarate de bisoprolol","MG","",""
"79411","9152","DOCUSATE SODIUM","I","100","MG","","","N","","","Docusate sodique","MG","",""
"79413","20210","PANITUMUMAB","I","200","MG","","10","N","ML","","Panitumumab","MG","","ML"
"79478","5044","ISOTRETINOIN","I","10","MG","","","N","","","Isotrétinoïne","MG","",""
"79495","11980","LEFLUNOMIDE","I","10","MG","","","N","","","Léflunomide","MG","",""
"79496","11980","LEFLUNOMIDE","I","20","MG","","","N","","","Léflunomide","MG","",""
"79500","951","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)","I","1.0","MG","","","N","","","Cilazapril (Monohydrate de Cilazapril)","MG","",""
"79501","951","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)","I","2.5","MG","","","N","","","Cilazapril (Monohydrate de Cilazapril)","MG","",""
"79502","951","CILAZAPRIL (CILAZAPRIL MONOHYDRATE)","I","5.0","MG","","","N","","","Cilazapril (Monohydrate de Cilazapril)","MG","",""
"79503","1204","FLUCONAZOLE","I","150","MG","","","N","","","Fluconazole","MG","",""
"79521","723","RISPERIDONE (RISPERIDONE TARTRATE)","I","1","MG","","","N","ML","","Rispéridone (Tartrate de rispéridone)","MG","","ML"
"79530","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"79567","11086","PANTOPRAZOLE (PANTOPRAZOLE SODIUM)","I","20","MG","","","Y","","","Pantoprazole (Pantoprazole sodique)","MG","",""
"79637","197","BENZALKONIUM CHLORIDE","I","0.1","%","","","N","W/W","","Chlorure de benzalkonium","%","","p/p"
"79641","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","1","%","","","N","W/V","","Chlorhydrate de diphénhydramine","%","","p/v"
"79641","7296","CALAMINE","I","8","%","","","N","W/V","","Calamine","%","","p/v"
"79682","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","6.25","MG","","5","N","ML","","Chlorhydrate de diphénhydramine","MG","","ML"
"79683","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","12.5","MG","","5","N","ML","","Chlorhydrate de diphénhydramine","MG","","ML"
"79723","10259","CHLORPHENIRAMINE MALEATE","I","2","MG","","","N","","","Maléate de chlorphéniramine","MG","",""
"79723","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"79734","9887","TOLNAFTATE","I","1","%","","","N","W/W","","Tolnaftate","%","","p/p"
"79785","182","DIPHENHYDRAMINE HYDROCHLORIDE","I","12.5","MG","","","N","","","Chlorhydrate de diphénhydramine","MG","",""
"79809","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","30","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"79809","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"79809","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","60","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"79810","10247","DEXTROMETHORPHAN HYDROBROMIDE","I","15","MG","","","N","","","Bromhydrate de dextrométhorphane","MG","",""
"79810","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"79810","6492","PSEUDOEPHEDRINE HYDROCHLORIDE","I","30","MG","","","N","","","Chlorhydrate de pseudoéphédrine","MG","",""
"79810","9615","GUAIFENESIN","I","100","MG","","","N","","","Guaïfénésine","MG","",""
"79956","11516","ROPINIROLE (ROPINIROLE HYDROCHLORIDE)","I","0.5","MG","","","N","","","Ropinirole (Chlorhydrate de ropinirole)","MG","",""
"79996","197","BENZALKONIUM CHLORIDE","I","0.62","%","","","N","","","Chlorure de benzalkonium","%","",""
"79996","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.94","%","","","N","","","Chlorure de didécyl-diméthyl ammonium","%","",""
"80001","144","LOSARTAN POTASSIUM","I","25","MG","","","N","","","Losartan potassique","MG","",""
"80002","144","LOSARTAN POTASSIUM","I","50","MG","","","N","","","Losartan potassique","MG","",""
"80003","144","LOSARTAN POTASSIUM","I","100","MG","","","N","","","Losartan potassique","MG","",""
"80004","197","BENZALKONIUM CHLORIDE","I","0.49","%","","","N","","","Chlorure de benzalkonium","%","",""
"80004","2218","OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE","I","0.37","%","","","N","","","Chlorure d'octyl décyl diméthyl ammonium","%","",""
"80004","2232","DIOCTYL DIMETHYL AMMONIUM CHLORIDE","I","0.14","%","","","N","","","Chlorure de dioctyl-diméthyl ammonium","%","",""
"80004","2730","DIDECYL DIMETHYL AMMONIUM CHLORIDE","I","0.22","%","","","N","","","Chlorure de didécyl-diméthyl ammonium","%","",""
"80136","11163","TIMOLOL (TIMOLOL MALEATE)","I","0.25","%","","","N","","","Timolol (Maléate de timolol)","%","",""
"80147","7942","CETIRIZINE HYDROCHLORIDE","I","5","MG","","","N","","","Chlorhydrate de cétirizine","MG","",""
"80163","11718","QUETIAPINE (QUETIAPINE FUMARATE)","I","150","MG","","","N","","","Quétiapine (Fumarate de quétiapine)","MG","",""
"80188","11446","LETROZOLE","I","2.5","MG","","","N","","","Létrozole","MG","",""
"80260","270","ACETAMINOPHEN","I","325","MG","","","N","","","Acétaminophène","MG","",""
"80260","6340","METHOCARBAMOL","I","400","MG","","","N","","","Méthocarbamol","MG","",""
"80261","270","ACETAMINOPHEN","I","500","MG","","","N","","","Acétaminophène","MG","",""
"80261","6340","METHOCARBAMOL","I","400","MG","","","N","","","Méthocarbamol","MG","",""
"80262","6404","BISMUTH SUBSALICYLATE","I","262","MG","","","N","","","Subsalicylate de bismuth","MG","",""
"80262","671","CALCIUM CARBONATE","I","350","MG","","","N","","","Carbonate de calcium","MG","",""
"80282","150","ACETYLSALICYLIC ACID","I","500","MG","","","N","SACHET","SINGLE DOSE POUCH","Acide acétylsalicylique","MG","","SACHET"
"80306","196","ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE","I","0.154","%","","","N","","W/V","Chlorure d'alkyl diméthyl éthylbenzyl ammonium","%","",""
"80306","197","BENZALKONIUM CHLORIDE","I","0.154","%","","","N","","W/V","Chlorure de benzalkonium","%","",""
"80306","8881","ISOPROPYL ALCOHOL","I","21.0","%","","","N","","W/V. ISOPROPYL ALCOHOL 99%.","Alcool isopropylique","%","",""
"80330","11772","BUPROPION HYDROCHLORIDE","I","150","MG","","","N","","","Chlorhydrate de bupropion","MG","",""
"80348","10225","LIDOCAINE HYDROCHLORIDE","I","50","MG","","","N","G","","Chlorhydrate de lidocaïne","MG","","G"
