DRUG_CODE,PRODUCT_CATEGORIZATION,CLASS,DRUG_IDENTIFICATION_NUMBER,BRAND_NAME,DESCRIPTOR,PEDIATRIC_FLAG,ACCESSION_NUMBER,NUMBER_OF_AIS,LAST_UPDATE_DATE,AI_GROUP_NO,CLASS_F,BRAND_NAME_F,DESCRIPTOR_F
"99089","","Human","02501260","IRINOTECAN HYDROCHLORIDE INJECTION","SINGLE USE VIALS","N","","1","25-OCT-2023","0132910001","Humain","",""
"99091","","Human","02501287","IRINOTECAN HYDROCHLORIDE INJECTION","SINGLE USE VIAL","N","","1","25-OCT-2023","0132910001","Humain","",""
"99099","","Disinfectant","02501376","DOKTOR DOOM ANTI-VIRUS DISINFECTANT AND SANITIZING CONCENTRATE","","N","","2","22-JAN-2024","0205019003","Désinfectant","",""
"100837","","Disinfectant","02519097","EASYDECON PIDS+","PART 1, PART 2 AND BOOSTER","N","","3","18-JAN-2024","0363092001","Désinfectant","",""
"100839","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02519100","VIROXY-GARD DISINFECTING WIPES","","N","","1","24-JAN-2024","0106899034","Désinfectant","",""
"100523","","Human","02515830","AG-DIPHENHYDRAMINE 50 MG","","N","","1","25-JAN-2024","0102639001","Humain","",""
"101205","","Human","02522977","MINT-VENLAFAXINE XR","","N","","1","29-JAN-2024","0131294002","Humain","",""
"100732","","Disinfectant","02517973","STERIKLEEN +","","N","","2","18-JAN-2024","0205019008","Désinfectant","",""
"101167","","Human","02522551","WEGOVY","SINGLE DOSE PREFILLED PEN","N","","1","01-MAR-2024","0159870006","Humain","","STYLO PRÉREMPLI À DOSE UNIQUE"
"100538","","Human","02516020","EPINEPHRINE INJECTION","SINGLE USE AMPOULE","N","","1","25-JAN-2024","0104871002","Humain","ÉPINÉPHRINE INJECTABLE","FIOLES À USAGE UNIQUE"
"72612","","Disinfectant","02248273","CETYLCIDE G CONCENTRATE","","N","","1","12-JUN-2019","0108829008","Désinfectant","",""
"63879","","Disinfectant","02240339","GC PLUS","","N","","2","12-JUN-2019","0231243003","Désinfectant","",""
"99161","","Disinfectant","02502011","CANADA CARE DISINFECTANT CLEANER","","N","","1","22-JAN-2024","0104993038","Désinfectant","",""
"99110","","Human","02501473","DAUNORUBICIN INJECTABLE SOLUTION","","N","","1","25-JAN-2024","0105870004","Humain","SOLUTION INJECTABLE DE DAUNORUBICINE",""
"99111","","Human","02501481","DAUNORUBICIN INJECTABLE SOLUTION","","N","","1","25-JAN-2024","0105870004","Humain","SOLUTION INJECTABLE DE DAUNORUBICINE",""
"99113","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02501511","PEROXTECH","SOLUTION","N","","1","22-JAN-2024","0106899010","Désinfectant","",""
"101168","","Human","02522578","WEGOVY","SINGLE DOSE PREFILLED PEN","N","","1","01-MAR-2024","0159870001","Humain","","STYLO PRÉREMPLI À DOSE UNIQUE"
"101169","","Human","02522586","WEGOVY","SINGLE DOSE PREFILLED PEN","N","","1","01-MAR-2024","0159870007","Humain","","STYLO PRÉREMPLI À DOSE UNIQUE"
"101170","","Human","02522594","WEGOVY","SINGLE DOSE PREFILLED PEN","N","","1","01-MAR-2024","0159870008","Humain","","STYLO PRÉREMPLI À DOSE UNIQUE"
"101171","","Human","02522608","WEGOVY","SINGLE DOSE PREFILLED PEN","N","","1","01-MAR-2024","0159870003","Humain","","STYLO PRÉREMPLI À USAGE UNIQUE"
"101455","","Disinfectant","02525550","NUGEN HS-1210 (3.85%) DISINFECTANT/SANITIZER","","N","","2","15-JAN-2024","0213172006","Désinfectant","",""
"100832","","Disinfectant","02519046","R10-QUAT","","N","","2","18-JAN-2024","0205019003","Désinfectant","",""
"100470","","Human","02515318","PHARMA-LEVETIRACETAM","","N","","1","22-JAN-2024","0148843005","Humain","",""
"100471","","Human","02515326","PHARMA-LEVETIRACETAM","SINGLE-USE VIAL","N","","1","22-JAN-2024","0148843005","Humain","",""
"100996","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02520761","LYSOL SIMPLY DISINFECTANT ALL PURPOSE CLEANER","","N","","1","24-JAN-2024","0102158008","Désinfectant","",""
"101090","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02521709","BACOBAN PRO","","N","","2","24-JAN-2024","0213172050","Désinfectant","",""
"101092","","Human","02521725","PMS-APREMILAST","STARTER PACK","N","","3","19-JAN-2024","0356230001","Humain","","EMBALLAGE DE DÉPART"
"100954","","Human","02520346","PMS-NIZATIDINE","","N","","1","25-JAN-2024","0120317002","Humain","",""
"99468","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02505312","HEAVY-DUTY DISINFECTANT, CLEANER & DEGREASER","SOLUTION","N","","2","18-JAN-2024","0205019049","Désinfectant","",""
"99474","LS - DIMENHYDRINATE","Human","02505398","DRAMAMINE MOTION SICKNESS RELIEF","","N","","1","18-JAN-2024","0102747004","Humain","DRAMAMINE SOULAGEMENT DU MAL DE TRANSPORT",""
"98748","","Human","02497689","TEVA-PIRFENIDONE","","N","","1","25-JAN-2024","0153328001","Humain","",""
"98750","","Human","02497700","TEVA-PIRFENIDONE","","N","","1","25-JAN-2024","0153328003","Humain","",""
"98757","","Human","02497778","NEOSTIGMINE METHYLSULFATE INJECTION USP","","N","","1","25-JAN-2024","0102263002","Humain","",""
"98758","","Human","02497786","NEOSTIGMINE METHYLSULFATE INJECTION USP","","N","","1","25-JAN-2024","0102263003","Humain","",""
"98760","","Human","02497808","MINT-ABACAVIR/LAMIVUDINE","","N","","2","25-JAN-2024","0251241001","Humain","",""
"96520","","Veterinary","02474964","VITAMIN AD INJECTION","","N","","2","30-OCT-2023","0208065001","Vétérinaire","",""
"96527","","Human","02474999","MORPHINE SULFATE INJECTION BP","","N","","1","25-JAN-2024","0104545009","Humain","",""
"101317","","Disinfectant","02524139","SPRAY NINE BARBECUE CLEANER","","N","","2","22-JAN-2024","0205019037","Désinfectant","",""
"101318","","Disinfectant","02524147","PEARL","","N","","1","24-JAN-2024","0106899011","Désinfectant","",""
"101319","","Disinfectant","02524155","PEARL RTU","","N","","1","24-JAN-2024","0106899010","Désinfectant","",""
"100722","","Human","02517876","LEVODOPA, CARBIDOPA AND ENTACAPONE TABLETS","","N","","3","12-JAN-2024","0352427001","Humain","",""
"100723","","Human","02517884","LEVODOPA, CARBIDOPA AND ENTACAPONE TABLETS","","N","","3","12-JAN-2024","0352427003","Humain","",""
"100739","","Human","02518066","NALOXONE HYDROCHLORIDE INJECTION, USP","PRESERVATIVE-FREE (SINGLE DOSE VIAL)","N","","1","19-JAN-2024","0108981002","Humain","","SANS AGENT DE CONSERVATION (FIOLE À DOSE UNIQUE)"
"100740","","Human","02518074","NALOXONE HYDROCHLORIDE INJECTION, USP","WITH PRESERVATIVE (MULTIDOSE VIAL)","N","","1","19-JAN-2024","0108981002","Humain","","AVEC AGENT DE CONSERVATION (FIOLE MULTIDOSE)"
"101290","","Human","02523841","TREPROSTINIL INJECTION","","N","","1","31-JAN-2024","0148361001","Humain","",""
"101291","","Human","02523868","TREPROSTINIL INJECTION","","N","","1","31-JAN-2024","0148361002","Humain","",""
"101292","","Human","02523876","TREPROSTINIL INJECTION","","N","","1","31-JAN-2024","0148361003","Humain","",""
"101293","","Human","02523884","TREPROSTINIL INJECTION","","N","","1","31-JAN-2024","0148361004","Humain","",""
"101295","","Human","02523906","TEPADINA","","N","","1","30-JAN-2024","0107649003","Humain","",""
"101477","","Disinfectant","02525763","LYSOL BRAND IV DISINFECTANT SPRAY","","N","","2","30-OCT-2023","0247981002","Désinfectant","",""
"98763","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02497832","HAND SANITIZER","","N","","1","19-JAN-2024","0104993016","Humain","",""
"98874","","Disinfectant","02499029","DIVOSAN F400","","N","","2","22-JAN-2024","0205019003","Désinfectant","",""
"98137","","Human","02491370","MAR-METRONIDAZOLE","","N","","1","31-JAN-2024","0102572003","Humain","",""
"100384","","Disinfectant","02514524","VERT-2-GO ED READY-TO-USE / VERT-2-GO ED PRÊT À L'EMPLOI","","N","","1","18-JAN-2024","0111516026","Désinfectant","",""
"100314","","Disinfectant","02513943","GE FIGHT BAC WIPES","","N","","1","18-JAN-2024","0102158015","Désinfectant","",""
"100324","","Disinfectant","02514060","OLD DUTCH DISINFECTING AND CLEANING WIPES","","N","","4","18-JAN-2024","0414758052","Désinfectant","",""
"97656","","Human","02486350","APO-FULVESTRANT","","N","","1","31-JAN-2024","0149744001","Humain","",""
"93931","","Human","02452928","XTORO","","N","","1","29-JAN-2024","0157930001","Humain","",""
"90883","","Human","02424126","CANDESARTAN CILEXETIL","","N","","1","02-JUL-2014","0135220003","Humain","",""
"98139","CAT IV - SUNBURN PROTECTANTS","Human","02491389","SPORT 30 PUMP SPRAY GEL SUNSCREEN ÉCRAN SOLAIRE GEL EN VAPORISATEUR","","N","","4","16-JAN-2024","0451521026","Humain","",""
"98153","","Human","02491540","AURO-ONDANSETRON INJECTION","20 ML MULTI-USE VIAL. WITH PRESERVATIVE","N","","1","30-JAN-2024","0131120004","Humain","",""
"99423","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02504847","ASAP PROTECT","SOLUTION","N","","1","17-JAN-2024","0106899001","Désinfectant","",""
"101025","","Veterinary","02521024","CALF PRO","RECONSTITUTED SOLUTION OSMOLARITY IS 428 MOSM/L","N","","8","25-JAN-2024","0853139001","Vétérinaire","",""
"100940","","Human","02520184","LYUMJEV","10 ML VIAL","N","","1","25-JAN-2024","0131614001","Humain","",""
"101206","","Human","02522985","MINT-VENLAFAXINE XR","","N","","1","29-JAN-2024","0131294001","Humain","",""
"101207","","Human","02522993","MINT-VENLAFAXINE XR","","N","","1","29-JAN-2024","0131294005","Humain","",""
"100842","","Disinfectant","02519143","PEROXYSANI-15 DOMESTIC GRADE ALL PURPOSE DISINFECTANT","","N","","1","18-JAN-2024","0106899006","Désinfectant","",""
"101320","","Human","02524163","XOFLUZA","","N","","1","20-NOV-2023","0162036003","Humain","",""
"101239","","Disinfectant","02523280","MC DISINFECTING WIPES","","N","","2","24-JAN-2024","0205019038","Désinfectant","",""
"100511","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02515725","SMART HANDS","","N","","1","18-JAN-2024","0104993004","Humain","",""
"100573","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02516373","CLOROX ORIGINAL DISINFECTING BLEACH","","N","","1","18-JAN-2024","0106897004","Désinfectant","",""
"97777","","Human","02487624","AG-OLANZAPINE FC","","N","","1","24-OCT-2023","0128783004","Humain","",""
"97779","","Human","02487640","AG-OLANZAPINE FC","","N","","1","24-OCT-2023","0128783005","Humain","",""
"97780","","Human","02487659","AG-OLANZAPINE FC","","N","","1","24-OCT-2023","0128783006","Humain","",""
"97781","","Human","02487667","AG-OLANZAPINE ODT","","N","","1","24-JAN-2024","0128783003","Humain","",""
"97782","","Human","02487675","AG-OLANZAPINE ODT","","N","","1","24-JAN-2024","0128783002","Humain","",""
"97783","","Human","02487683","AG-OLANZAPINE ODT","","N","","1","24-JAN-2024","0128783005","Humain","",""
"97784","","Human","02487691","AG-OLANZAPINE ODT","","N","","1","24-JAN-2024","0128783006","Humain","",""
"94964","","Human","02461897","LINEZOLID INJECTION","SINGLE USE","N","","1","31-JAN-2024","0143501003","Humain","","USAGE UNIQUE"
"95542","","Human","02467011","BORTEZOMIB FOR INJECTION","SINGLE-USE VIAL","N","","1","20-NOV-2023","0150433001","Humain","",""
"89790","","Human","02413221","EPIRUBICIN HYDROCHLORIDE INJECTION","","N","","1","12-JAN-2024","0116901002","Humain","",""
"99516","LS - DIMENHYDRINATE","Human","02505789","DRAMAMINE","","N","","1","18-JAN-2024","0102747004","Humain","",""
"100499","","Human","02515598","APO-AMOXICILLIN-CLAVULANATE","","N","","2","30-OCT-2023","0234720008","Humain","",""
"100500","","Human","02515601","APO-AMOXICILLIN-CLAVULANATE","","N","","2","30-OCT-2023","0234720009","Humain","",""
"100501","","Human","02515628","APO-AMOXICILLIN-CLAVULANATE","","N","","2","30-OCT-2023","0234720005","Humain","",""
"95024","","Human","02462494","HEAD & SHOULDERS PYRITHIONE ZINC DANDRUFF SHAMPOO VOLUME BOOST","","N","","1","26-JAN-2024","0108628001","Humain","",""
"98041","","Human","02490366","DACOGEN","","N","","1","01-FEB-2024","0161170001","Humain","",""
"99485","","Disinfectant","02505495","HEALTHGUARD","","N","","2","23-JAN-2024","0213172033","Désinfectant","",""
"99917","","Disinfectant","02509903","CLOROX SPLASH-LESS DISINFECTING BLEACH","","N","","1","18-JAN-2024","0106897020","Désinfectant","",""
"98323","","Human","02493241","BALVERSA","STARTER PACK","N","","1","01-FEB-2024","0161931002","Humain","",""
"100884","","Disinfectant","02519593","KLEAN N'GO","","N","","2","23-JAN-2024","0205019038","Désinfectant","",""
"101423","","Human","02525224","PRO-GUANFACINE XR","","N","","1","19-JAN-2024","0154470001","Humain","",""
"101424","","Human","02525232","PRO-GUANFACINE XR","","N","","1","19-JAN-2024","0154470002","Humain","",""
"101425","","Human","02525240","PRO-GUANFACINE XR","","N","","1","19-JAN-2024","0154470003","Humain","",""
"101426","","Human","02525259","PRO-GUANFACINE XR","","N","","1","19-JAN-2024","0154470004","Humain","",""
"100672","","Human","02517329","APO-MONTELUKAST SODIUM","","N","","1","29-JAN-2024","0163009002","Humain","",""
"100673","","Human","02517337","APO-MONTELUKAST SODIUM CHEWABLE","","N","","1","29-JAN-2024","0163009003","Humain","",""
"100674","","Human","02517345","APO-MONTELUKAST SODIUM CHEWABLE","","N","","1","29-JAN-2024","0163009001","Humain","",""
"100683","","Human","02517442","JAMP QUINAPRIL","","N","","1","30-OCT-2023","0123206001","Humain","",""
"100467","","Human","02515261","NALOXONE HYDROCHLORIDE INJECTION, USP","SINGLE-USE VIAL","N","","1","19-JAN-2024","0108981002","Humain","",""
"100468","","Human","02515288","NALOXONE HYDROCHLORIDE INJECTION, USP","MULTI-USE VIAL","N","","1","19-JAN-2024","0108981002","Humain","",""
"95057","","Human","02462737","AMITRIPTYLINE HYDROCHLORIDE TABLETS USP","","N","","1","12-JAN-2024","0101524001","Humain","",""
"95058","","Human","02462745","AMITRIPTYLINE HYDROCHLORIDE TABLETS USP","","N","","1","12-JAN-2024","0101524002","Humain","",""
"86925","","Human","02383519","MILRINONE LACTATE INJECTION","SINGLE-USE VIALS","N","","1","12-JAN-2024","0131285001","Humain","",""
"98053","","Human","02490471","SUPER STRENGTH COLD & CONGESTION POWDER","","N","","2","16-JAN-2024","0217793001","Humain","",""
"86985","","Human","02384108","GRANISETRON HYDROCHLORIDE INJECTION","SINGLE DOSE VIALS","N","","1","12-JAN-2024","0123183001","Humain","",""
"98054","","Human","02490498","SUPER STRENGTH COMPLETE COLD POWDER","","N","","3","16-JAN-2024","0351461005","Humain","",""
"80306","","Disinfectant","02317540","MICRO-CIDE 3 DISINFECTANT CLEANING SOLUTION","","N","","3","12-JUN-2019","0312484004","Désinfectant","",""
"103585","","Human","02547228","MICAFUNGIN SODIUM FOR INJECTION","SINGLE USE","N","","1","26-APR-2024","0163379001","Humain","MICAFUNGINE SODIQUE POUR INJECTION","USAGE UNIQUE"
"98462","","Human","02494620","CREON MINIMICROSPHERES 20","","N","","3","24-JAN-2024","0302964044","Humain","",""
"99163","","Human","02502046","M-AZITHROMYCIN","","N","","1","25-JAN-2024","0126072005","Humain","",""
"80625","","Human","02320843","PMS-OMEPRAZOLE","","N","","1","05-FEB-2024","0121643003","Humain","",""
"95018","","Human","02462427","LIDOCAINE INJECTION BP","PRESERVATIVE FREE. SINGLE USE VIALS","N","","1","19-JAN-2024","0101280004","Humain","LIDOCAÏNE INJECTABLE BP","SANS AGENT DE CONSERVATION. FIOLES À USAGE UNIQUE"
"97802","","Disinfectant","02487861","PEAK DISINFECTANT","","N","","2","15-JAN-2024","0259871001","Désinfectant","",""
"97803","","Disinfectant","02487888","PEAK DISINFECTANT WIPES","","N","","2","15-JAN-2024","0259871001","Désinfectant","",""
"61668","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02238271","OPTI-CIDE","","N","","2","12-JUN-2019","0211515003","Désinfectant","",""
"99170","","Human","02502119","AG-VITAMINE D","","N","","1","21-MAY-2024","0108524005","Humain","",""
"101362","","Disinfectant","02524600","WYPALL BRAND DISINFECTING WIPES","","N","","1","24-JAN-2024","0106899027","Désinfectant","",""
"101467","CAT IV - SUNBURN PROTECTANTS","Human","02525720","KIDS MOISTURIZING SUNSCREEN LOTION FOR FACE AND BODY","","N","","3","24-JAN-2024","0350284016","Humain","",""
"100354","","Human","02514397","ASN-DRONEDARONE","","N","","1","25-JAN-2024","0152642001","Humain","",""
"96595","","Human","02475618","ALPHANATE","RECONSTITUTED WITH 10 ML DILUENT","N","","2","23-NOV-2023","0250427012","Humain","",""
"96711","","Human","02479141","NRA-PREGABALIN","","N","","1","30-JAN-2024","0151121004","Humain","",""
"99130","CAT IV - SUNBURN PROTECTANTS","Human","02501694","ACTIVE","","N","","3","15-JAN-2024","0352587001","Humain","",""
"99132","CAT IV - SUNBURN PROTECTANTS","Human","02501724","HYDRATOR PLUS","","N","","3","25-JAN-2024","0352587004","Humain","",""
"99135","CAT IV - SUNBURN PROTECTANTS","Human","02501740","WEIGHTLESS PROTECTION","","N","","3","25-JAN-2024","0352587005","Humain","",""
"99136","CAT IV - SUNBURN PROTECTANTS","Human","02501759","DAILY DEFENSE","","N","","3","25-JAN-2024","0352587006","Humain","",""
"99920","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02509946","SEPTICSOL DISINFECTANT & SANITIZER WIPES","","N","","2","18-JAN-2024","0205019049","Désinfectant","",""
"99921","","Human","02509954","EXTRA STRENGTH TYLENOL TOTAL COUGH, COLD & FLU","","N","","5","30-OCT-2023","0562661001","Humain","EXTRA FORT TYLENOL TOTAL TOUX, RHUME ET GRIPPE",""
"99922","","Human","02509962","OSELTAMIVIR POWDER FOR ORAL SUSPENSION","","N","","1","25-JAN-2024","0139501005","Humain","",""
"101411","","Human","02525097","FACE DAILY UV TINTED MOISTURIZER","","N","","7","24-JAN-2024","0761590001","Humain","",""
"100337","","Disinfectant","02514206","CLOROX DISINFECTING WET MOPPING CLOTHS","","N","","2","18-JAN-2024","0205019037","Désinfectant","",""
"100338","CAT IV - ANTISEPTIC SKIN CLEANSERS","Human","02514214","PATHENE CLEAN HAND SANITIZER","","N","","1","18-JAN-2024","0104993016","Humain","",""
"103791","","Human","02549034","SACUBITRIL-VALSARTAN","","N","","2","24-JUN-2024","0257451003","Humain","",""
"101222","","Human","02523159","ALENDRONATE","","N","","1","30-JAN-2024","0150323004","Humain","",""
"101223","","Human","02523167","ALENDRONATE","","N","","1","30-JAN-2024","0150323003","Humain","",""
"101224","","Veterinary","02523175","THERATEC RM","","N","","1","25-JAN-2024","0103970015","Vétérinaire","",""
"98704","LS - ANALG (ACETAMINOPHEN LABELLING STANDARD)","Human","02497190","NOVEX ACETAMINOPHEN","","N","","1","16-JAN-2024","0102009005","Humain","",""
"98679","","Human","02496917","LEUCOVORIN CALCIUM INJECTION","","N","","1","01-FEB-2024","0108436002","Humain","",""
"99931","LS - TOPICAL - ANAESTHETIC/ANALGESIC/ANTIPRURITIC","Human","02510057","LIDOCAINE","","N","","1","18-JAN-2024","0101280001","Humain","",""
"100268","CAT IV - HARD SURFACE DISINFECTANTS","Disinfectant","02513471","TOUCHPOINT PLUS DISINFECTANT WIPES","","N","","4","18-JAN-2024","0414758052","Désinfectant","",""
"100272","","Human","02513528","REDDY-VALSARTAN","","N","","1","30-OCT-2023","0131885001","Humain","",""
"100273","","Human","02513536","REDDY-VALSARTAN","","N","","1","30-OCT-2023","0131885002","Humain","",""
"100274","","Human","02513544","REDDY-VALSARTAN","","N","","1","30-OCT-2023","0131885004","Humain","",""
