DRUG_CODE,ROUTE_OF_ADMINISTRATION_CODE,ROUTE_OF_ADMINISTRATION,ROUTE_OF_ADMINISTRATION_F
"102982","56","ORAL","Orale"
"102983","56","ORAL","Orale"
"102984","56","ORAL","Orale"
"102985","56","ORAL","Orale"
"102986","56","ORAL","Orale"
"103687","19","INTRADERMAL","Intradermique"
"103687","65","SUBCUTANEOUS","Sous-cutanée"
"103687","85","PERCUTANEOUS","Percutanée"
"102468","56","ORAL","Orale"
"102469","56","ORAL","Orale"
"102470","22","INTRAMUSCULAR","Intramusculaire"
"102470","49","INTRAVENOUS","Intraveineuse"
"102957","56","ORAL","Orale"
"103802","56","ORAL","Orale"
"100047","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100047","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100047","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100047","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101090","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101090","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101090","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101092","56","ORAL","Orale"
"99024","105","TOPICAL (COMMERCIAL)","Topique (Milieu commercial)"
"100875","70","TOPICAL","Topique"
"101250","70","TOPICAL","Topique"
"74141","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100206","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100206","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100206","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100206","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100206","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"70071","22","INTRAMUSCULAR","Intramusculaire"
"70071","49","INTRAVENOUS","Intraveineuse"
"70099","56","ORAL","Orale"
"42972","55","OPHTHALMIC","Ophtalmique"
"42973","55","OPHTHALMIC","Ophtalmique"
"94629","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"94629","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"94629","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94629","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"94629","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"94631","56","ORAL","Orale"
"94634","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"94634","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"81960","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"94638","56","ORAL","Orale"
"94640","56","ORAL","Orale"
"94641","56","ORAL","Orale"
"94642","56","ORAL","Orale"
"94643","70","TOPICAL","Topique"
"94644","55","OPHTHALMIC","Ophtalmique"
"94673","56","ORAL","Orale"
"94674","56","ORAL","Orale"
"94685","49","INTRAVENOUS","Intraveineuse"
"94686","49","INTRAVENOUS","Intraveineuse"
"94687","49","INTRAVENOUS","Intraveineuse"
"94688","49","INTRAVENOUS","Intraveineuse"
"94689","49","INTRAVENOUS","Intraveineuse"
"94690","49","INTRAVENOUS","Intraveineuse"
"94691","49","INTRAVENOUS","Intraveineuse"
"102842","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102842","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102843","70","TOPICAL","Topique"
"102845","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102845","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102845","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102845","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102845","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101640","56","ORAL","Orale"
"101641","56","ORAL","Orale"
"101642","56","ORAL","Orale"
"103564","65","SUBCUTANEOUS","Sous-cutanée"
"102620","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102620","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102620","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102620","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102620","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101897","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101897","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101897","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101897","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101659","55","OPHTHALMIC","Ophtalmique"
"102175","56","ORAL","Orale"
"102897","56","ORAL","Orale"
"103043","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103360","56","ORAL","Orale"
"103361","56","ORAL","Orale"
"99416","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99418","56","ORAL","Orale"
"99419","56","ORAL","Orale"
"99420","56","ORAL","Orale"
"99647","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99647","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99647","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99647","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100019","56","ORAL","Orale"
"100020","56","ORAL","Orale"
"100022","62","RECTAL","Rectale"
"99913","56","ORAL","Orale"
"100103","22","INTRAMUSCULAR","Intramusculaire"
"100104","56","ORAL","Orale"
"100582","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"100582","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100582","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"100582","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100582","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100584","56","ORAL","Orale"
"100722","56","ORAL","Orale"
"100723","56","ORAL","Orale"
"100739","22","INTRAMUSCULAR","Intramusculaire"
"100739","49","INTRAVENOUS","Intraveineuse"
"100739","65","SUBCUTANEOUS","Sous-cutanée"
"100740","22","INTRAMUSCULAR","Intramusculaire"
"100740","49","INTRAVENOUS","Intraveineuse"
"100740","65","SUBCUTANEOUS","Sous-cutanée"
"101268","56","ORAL","Orale"
"101269","56","ORAL","Orale"
"101290","49","INTRAVENOUS","Intraveineuse"
"101290","65","SUBCUTANEOUS","Sous-cutanée"
"101291","49","INTRAVENOUS","Intraveineuse"
"101291","65","SUBCUTANEOUS","Sous-cutanée"
"101292","49","INTRAVENOUS","Intraveineuse"
"101292","65","SUBCUTANEOUS","Sous-cutanée"
"101293","49","INTRAVENOUS","Intraveineuse"
"101293","65","SUBCUTANEOUS","Sous-cutanée"
"101295","49","INTRAVENOUS","Intraveineuse"
"101477","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101477","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101477","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101477","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"95707","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99295","56","ORAL","Orale"
"99296","56","ORAL","Orale"
"100070","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"100070","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100072","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"100072","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"100716","56","ORAL","Orale"
"100717","56","ORAL","Orale"
"101246","56","ORAL","Orale"
"101246","108","NASOGASTRIC","NASOGASTRIQUE"
"101247","56","ORAL","Orale"
"101247","108","NASOGASTRIC","NASOGASTRIQUE"
"101248","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"101345","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102529","49","INTRAVENOUS","Intraveineuse"
"103560","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103560","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103673","56","ORAL","Orale"
"103674","56","ORAL","Orale"
"103675","56","ORAL","Orale"
"103677","1","BLOCK/INFILTRATION","Bloc/Infiltration"
"102397","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102397","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102397","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102400","56","ORAL","Orale"
"102401","56","ORAL","Orale"
"102402","56","ORAL","Orale"
"102403","56","ORAL","Orale"
"102404","56","ORAL","Orale"
"102405","56","ORAL","Orale"
"102406","56","ORAL","Orale"
"102020","22","INTRAMUSCULAR","Intramusculaire"
"103072","49","INTRAVENOUS","Intraveineuse"
"101621","56","ORAL","Orale"
"102692","56","ORAL","Orale"
"102694","22","INTRAMUSCULAR","Intramusculaire"
"102694","65","SUBCUTANEOUS","Sous-cutanée"
"103392","65","SUBCUTANEOUS","Sous-cutanée"
"103393","65","SUBCUTANEOUS","Sous-cutanée"
"103394","65","SUBCUTANEOUS","Sous-cutanée"
"103395","65","SUBCUTANEOUS","Sous-cutanée"
"103401","56","ORAL","Orale"
"103402","56","ORAL","Orale"
"103403","56","ORAL","Orale"
"103406","56","ORAL","Orale"
"103713","70","TOPICAL","Topique"
"102821","49","INTRAVENOUS","Intraveineuse"
"102822","49","INTRAVENOUS","Intraveineuse"
"102823","49","INTRAVENOUS","Intraveineuse"
"103039","49","INTRAVENOUS","Intraveineuse"
"103039","65","SUBCUTANEOUS","Sous-cutanée"
"99978","22","INTRAMUSCULAR","Intramusculaire"
"99979","22","INTRAMUSCULAR","Intramusculaire"
"99982","56","ORAL","Orale"
"101015","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101015","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101015","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"101015","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101015","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101022","65","SUBCUTANEOUS","Sous-cutanée"
"101313","56","ORAL","Orale"
"99465","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99465","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99465","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99626","56","ORAL","Orale"
"99465","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99624","56","ORAL","Orale"
"99625","56","ORAL","Orale"
"99627","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99804","56","ORAL","Orale"
"99805","56","ORAL","Orale"
"99806","56","ORAL","Orale"
"100564","49","INTRAVENOUS","Intraveineuse"
"100564","22","INTRAMUSCULAR","Intramusculaire"
"100564","65","SUBCUTANEOUS","Sous-cutanée"
"92464","56","ORAL","Orale"
"92465","56","ORAL","Orale"
"92511","56","ORAL","Orale"
"92512","56","ORAL","Orale"
"92529","70","TOPICAL","Topique"
"92541","56","ORAL","Orale"
"92543","49","INTRAVENOUS","Intraveineuse"
"92545","56","ORAL","Orale"
"92546","56","ORAL","Orale"
"92547","56","ORAL","Orale"
"92548","56","ORAL","Orale"
"92562","49","INTRAVENOUS","Intraveineuse"
"92563","49","INTRAVENOUS","Intraveineuse"
"92571","70","TOPICAL","Topique"
"92579","56","ORAL","Orale"
"92580","56","ORAL","Orale"
"92582","65","SUBCUTANEOUS","Sous-cutanée"
"92588","56","ORAL","Orale"
"92589","56","ORAL","Orale"
"92590","56","ORAL","Orale"
"103362","80","INTRAVITREAL","Intravitreuse"
"103472","56","ORAL","Orale"
"103473","56","ORAL","Orale"
"102536","56","ORAL","Orale"
"103227","56","ORAL","Orale"
"103228","56","ORAL","Orale"
"103467","49","INTRAVENOUS","Intraveineuse"
"103546","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103546","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103546","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103546","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103768","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"103768","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103768","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103768","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103768","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103238","70","TOPICAL","Topique"
"102516","49","INTRAVENOUS","Intraveineuse"
"102612","56","ORAL","Orale"
"102613","56","ORAL","Orale"
"103276","22","INTRAMUSCULAR","Intramusculaire"
"103276","49","INTRAVENOUS","Intraveineuse"
"102450","56","ORAL","Orale"
"102451","56","ORAL","Orale"
"102452","56","ORAL","Orale"
"103520","56","ORAL","Orale"
"103807","56","ORAL","Orale"
"103815","56","ORAL","Orale"
"101863","49","INTRAVENOUS","Intraveineuse"
"102460","70","TOPICAL","Topique"
"102678","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102678","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102678","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102678","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103232","70","TOPICAL","Topique"
"103739","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"103739","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"103739","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"103739","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"103739","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"101449","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101449","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"101449","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"101449","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99667","56","ORAL","Orale"
"99668","70","TOPICAL","Topique"
"100464","56","ORAL","Orale"
"99879","70","TOPICAL","Topique"
"100465","56","ORAL","Orale"
"100466","56","ORAL","Orale"
"100928","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"101230","49","INTRAVENOUS","Intraveineuse"
"101236","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"101237","104","TOPICAL (HOUSEHOLD)","Topique (Maison)"
"99866","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"99866","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"99866","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"99866","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"99866","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"99867","56","ORAL","Orale"
"99868","70","TOPICAL","Topique"
"99931","70","TOPICAL","Topique"
"100220","56","ORAL","Orale"
"102120","49","INTRAVENOUS","Intraveineuse"
"102971","49","INTRAVENOUS","Intraveineuse"
"102978","3","BUCCAL","Buccale"
"103184","56","ORAL","Orale"
"103219","55","OPHTHALMIC","Ophtalmique"
"102113","2","DISINFECTANT (Barn)","Désinfectant (Ferme)"
"102113","8","DISINFECTANT (Food Premises)","Désinfectant (Lieux de transformation alimetaire)"
"102113","93","DISINFECTANT (Domestic)","Désinfectant (Usage domestique)"
"102113","9","DISINFECTANT (Hospital/HC Facilities)","Désinfectant (Hôpitaux, établissements de soins de santé)"
"102113","94","DISINFECTANT (Institutional/Industrial)","Désinfectant (Institutions/Industries)"
"102176","56","ORAL","Orale"
"102615","56","ORAL","Orale"
"103343","49","INTRAVENOUS","Intraveineuse"
"103347","49","INTRAVENOUS","Intraveineuse"
"103345","49","INTRAVENOUS","Intraveineuse"
"103346","49","INTRAVENOUS","Intraveineuse"
"103348","49","INTRAVENOUS","Intraveineuse"
"102870","49","INTRAVENOUS","Intraveineuse"
"102870","65","SUBCUTANEOUS","Sous-cutanée"
"102871","49","INTRAVENOUS","Intraveineuse"
"102871","65","SUBCUTANEOUS","Sous-cutanée"
"102873","49","INTRAVENOUS","Intraveineuse"
"102873","65","SUBCUTANEOUS","Sous-cutanée"
"102874","49","INTRAVENOUS","Intraveineuse"
"102874","65","SUBCUTANEOUS","Sous-cutanée"
"102875","49","INTRAVENOUS","Intraveineuse"
